SEGID,AADT2019,ATYPE,FTGROUP,FACGEO,STATIONGROUP
3394_000.0,2328.0,3,Arterial,Statewide,COT
3394_000.1,2328.0,3,Arterial,Statewide,COT
3394_000.4,2328.0,3,Arterial,Statewide,COT
3394_000.7,2328.0,3,Arterial,Statewide,COT
3398_000.0,2761.0,3,Arterial,Statewide,COT
3400_000.0,3589.0,4,Arterial,Statewide,COU
3400_000.1,3589.0,4,Arterial,Statewide,COU
3400_000.3,3589.0,4,Arterial,Statewide,COU
3400_000.4,5783.0,4,Arterial,Statewide,COU
3400_000.6,5783.0,4,Arterial,Statewide,COU
3400_001.0,3375.0,4,Arterial,Statewide,COU
3400_001.6,1018.0,3,Arterial,Statewide,COT
3402_000.0,509.0,3,Arterial,Statewide,COT
3404_000.0,6085.0,3,Arterial,Statewide,COT
3404_000.6,3073.0,3,Arterial,Statewide,COT
3404_000.9,2848.0,4,Arterial,Statewide,COU
3404_001.2,2848.0,4,Arterial,Statewide,COU
3404_001.5,0.0,4,Arterial,Statewide,COU
3404_001.8,10851.0,4,Arterial,Statewide,COU
3404_002.1,10851.0,3,Arterial,Statewide,COT
3404_002.4,7422.0,3,Arterial,Statewide,COT
3404_003.1,7422.0,3,Arterial,Statewide,COT
3404_003.5,11341.0,3,Arterial,Statewide,COT
3404_003.8,11341.0,3,Arterial,Statewide,COT
3404_004.0,9681.0,3,Arterial,Statewide,COT
3404_004.5,7199.0,3,Arterial,Statewide,COT
3404_005.1,7199.0,3,Arterial,Statewide,COT
3404_005.8,978.0,3,Arterial,Statewide,COT
3404_006.6,0.0,3,Arterial,Statewide,COT
3406_000.0,6191.0,3,Arterial,Statewide,COT
3406_000.3,3218.0,3,Arterial,Statewide,COT
3408_000.0,805.0,4,Arterial,Statewide,COU
3408_000.6,805.0,4,Arterial,Statewide,COU
3408_000.7,1056.0,4,Arterial,Statewide,COU
3408_000.9,1056.0,4,Arterial,Statewide,COU
3408_001.1,1056.0,4,Arterial,Statewide,COU
3408_001.4,0.0,4,Arterial,Statewide,COU
3408_001.7,667.0,4,Arterial,Statewide,COU
3408_002.0,667.0,4,Arterial,Statewide,COU
3410_000.0,791.0,4,Arterial,Statewide,COU
3410_000.6,791.0,4,Arterial,Statewide,COU
3410_000.7,993.0,4,Arterial,Statewide,COU
3410_000.9,993.0,4,Arterial,Statewide,COU
3410_001.1,993.0,4,Arterial,Statewide,COU
3410_001.4,0.0,4,Arterial,Statewide,COU
3410_001.7,993.0,4,Arterial,Statewide,COU
3410_002.0,993.0,4,Arterial,Statewide,COU
3412_000.0,6907.0,4,Arterial,Statewide,COU
3412_000.1,6907.0,4,Arterial,Statewide,COU
3412_000.3,6907.0,5,Arterial,Statewide,COU
3412_000.4,6907.0,4,Arterial,Statewide,COU
3412_000.6,6907.0,4,Arterial,Statewide,COU
3412_001.0,6907.0,4,Arterial,Statewide,COU
3412_001.6,6907.0,3,Arterial,Statewide,COT
3414_000.0,5485.0,4,Arterial,Statewide,COU
3414_000.1,5485.0,4,Arterial,Statewide,COU
3414_000.3,5485.0,4,Arterial,Statewide,COU
3416_000.0,10218.0,4,Arterial,Statewide,COU
3416_000.1,10218.0,4,Arterial,Statewide,COU
3416_000.3,10218.0,4,Arterial,Statewide,COU
3416_000.4,7591.0,4,Arterial,Statewide,COU
3416_000.6,7591.0,4,Arterial,Statewide,COU
3416_001.0,8317.0,3,Arterial,Statewide,COT
3418_000.0,10629.0,3,Arterial,Statewide,COT
3424_000.0,2485.0,3,Arterial,Statewide,COT
3424_000.5,2485.0,3,Arterial,Statewide,COT
3424_000.9,2485.0,3,Arterial,Statewide,COT
3426_000.0,1381.0,3,Arterial,Statewide,COT
3426_000.3,1381.0,3,Arterial,Statewide,COT
3430_000.0,6188.0,4,Arterial,Statewide,COU
3430_000.4,6264.0,3,Arterial,Statewide,COT
3430_001.2,3550.0,3,Arterial,Statewide,COT
3432_000.0,11629.0,3,Arterial,Statewide,COT
3432_000.6,8303.0,4,Arterial,Statewide,COU
3432_001.0,9631.0,3,Arterial,Statewide,COT
3432_001.7,5497.0,3,Arterial,Statewide,COT
3434_000.0,1122.0,3,Arterial,Statewide,COT
3434_000.2,1122.0,3,Arterial,Statewide,COT
3434_000.4,1122.0,3,Arterial,Statewide,COT
3436_000.0,0.0,3,Arterial,Statewide,COT
3436_000.7,1786.0,3,Arterial,Statewide,COT
3436_001.3,2311.0,3,Arterial,Statewide,COT
3437_000.0,509.0,3,Arterial,Statewide,COT
3437_000.1,509.0,3,Arterial,Statewide,COT
3437_000.6,1018.0,3,Arterial,Statewide,COT
3438_000.0,12499.0,3,Arterial,Statewide,COT
3438_000.5,12499.0,3,Arterial,Statewide,COT
3438_000.7,13844.0,3,Arterial,Statewide,COT
3438_000.9,13844.0,3,Arterial,Statewide,COT
3438_001.2,6346.0,3,Arterial,Statewide,COT
3438_001.7,6346.0,3,Arterial,Statewide,COT
3438_002.5,8272.0,3,Arterial,Statewide,COT
3438_003.2,1891.0,3,Arterial,Statewide,COT
3438_004.7,0.0,2,Arterial,Statewide,COS
3440_000.0,1051.0,2,Arterial,Statewide,COS
3440_000.4,1051.0,2,Arterial,Statewide,COS
3440_001.6,1051.0,1,Arterial,Statewide,COP
3440_002.7,2443.0,2,Arterial,Statewide,COS
3440_003.6,2443.0,2,Arterial,Statewide,COS
3440_003.8,2443.0,2,Arterial,Statewide,COS
3440_003.9,11652.0,2,Arterial,Statewide,COS
3440_004.8,1106.0,2,Arterial,Statewide,COS
3440_005.3,1106.0,3,Arterial,Statewide,COT
3440_005.8,1106.0,3,Arterial,Statewide,COT
3442_000.0,6280.0,2,Arterial,Statewide,COS
3442_001.3,6280.0,2,Arterial,Statewide,COS
3442_001.5,6280.0,2,Arterial,Statewide,COS
3442_003.4,6503.0,2,Arterial,Statewide,COS
3442_004.5,11201.0,2,Arterial,Statewide,COS
3444_000.0,1930.0,1,Arterial,Statewide,COP
3444_000.3,1930.0,1,Arterial,Statewide,COP
3446_000.0,2173.0,1,Arterial,Statewide,COP
3446_000.5,2173.0,1,Arterial,Statewide,COP
3448_000.0,10764.0,3,Arterial,Statewide,COT
3450_000.0,3538.0,3,Arterial,Statewide,COT
3450_000.5,2413.0,3,Arterial,Statewide,COT
3451_000.0,509.0,2,Arterial,Statewide,COS
3452_000.0,13327.0,3,Arterial,Statewide,COT
3452_000.6,13327.0,3,Arterial,Statewide,COT
3452_000.7,13327.0,3,Arterial,Statewide,COT
3452_001.1,3597.0,3,Arterial,Statewide,COT
3453_000.0,5609.0,2,Arterial,Statewide,COS
3454_000.0,1106.0,3,Arterial,Statewide,COT
3454_000.6,1106.0,3,Arterial,Statewide,COT
3455_000.0,1018.0,3,Arterial,Statewide,COT
3455_000.6,1018.0,3,Arterial,Statewide,COT
3456_000.0,19704.0,3,Arterial,Statewide,COT
3456_000.1,16912.0,3,Arterial,Statewide,COT
3456_000.5,15614.0,3,Arterial,Statewide,COT
3456_000.8,2545.0,2,Arterial,Statewide,COS
3457_000.0,509.0,3,Arterial,Statewide,COT
3458_000.0,2349.0,2,Arterial,Statewide,COS
3458_001.5,2349.0,3,Arterial,Statewide,COT
3458_002.0,3550.0,3,Arterial,Statewide,COT
3458_002.1,3550.0,3,Arterial,Statewide,COT
3459_000.0,509.0,3,Arterial,Statewide,COT
3459_000.1,509.0,3,Arterial,Statewide,COT
3459_001.0,509.0,3,Arterial,Statewide,COT
3462_000.0,4249.0,2,Arterial,Statewide,COS
3462_000.2,4249.0,3,Arterial,Statewide,COT
3462_001.3,5093.0,3,Arterial,Statewide,COT
3462_001.9,5093.0,3,Arterial,Statewide,COT
3462_002.3,2069.0,2,Arterial,Statewide,COS
3462_002.8,2069.0,2,Arterial,Statewide,COS
3465_000.0,509.0,2,Arterial,Statewide,COS
3466_000.0,7480.0,3,Arterial,Statewide,COT
3466_000.1,7480.0,2,Arterial,Statewide,COS
3466_000.3,7480.0,3,Arterial,Statewide,COT
3470_000.0,1724.0,3,Arterial,Statewide,COT
MAG_6000,0.0,1,Freeway,Statewide,XX3
MAG_6001,0.0,3,Arterial,Statewide,COT
MAG_6002,0.0,2,Arterial,Statewide,COS
MAG_6008,0.0,2,Arterial,Statewide,COS
MAG_6009,0.0,4,Arterial,Statewide,COU
MAG_6010,0.0,3,Arterial,Statewide,COT
MAG_6011,0.0,4,Arterial,Statewide,COU
MAG_6012,0.0,1,Arterial,Statewide,COP
MAG_6013,0.0,2,Arterial,Statewide,COS
MAG_6014,0.0,3,Expressway,Statewide,COT
MAG_6015,0.0,3,Expressway,Statewide,COT
MAG_6016,0.0,3,Arterial,Statewide,COT
MAG_6017,2056.0,4,Arterial,Statewide,COU
MAG_6018,0.0,2,Expressway,Statewide,COS
MAG_6019,0.0,2,Arterial,Statewide,COS
MAG_6020,0.0,2,Freeway,Statewide,XX3
MAG_6021,1361.0,2,Arterial,Statewide,COS
MAG_6022,0.0,4,Arterial,Statewide,COU
MAG_6023,0.0,3,Arterial,Statewide,COT
MAG_6024,0.0,2,Arterial,Statewide,COS
MAG_6025,0.0,3,Arterial,Statewide,COT
MAG_6029,0.0,3,Arterial,Statewide,COT
MAG_6030,0.0,4,Arterial,Statewide,COU
MAG_6033,0.0,3,Arterial,Statewide,COT
MAG_6034,0.0,3,Arterial,Statewide,COT
MAG_6035,0.0,2,Arterial,Statewide,COS
MAG_6036,0.0,3,Arterial,Statewide,COT
MAG_6038,0.0,1,Expressway,Statewide,COP
MAG_6039,0.0,1,Arterial,Statewide,COP
MAG_6040,0.0,1,Expressway,Statewide,COP
MAG_6042,0.0,1,Arterial,Statewide,COP
MAG_6043,0.0,1,Arterial,Statewide,COP
MAG_6044,0.0,1,Arterial,Statewide,COP
MAG_6045,0.0,1,Arterial,Statewide,COP
MAG_6046,0.0,1,Arterial,Statewide,COP
MAG_6047,0.0,1,Arterial,Statewide,COP
MAG_6048,0.0,1,Arterial,Statewide,COP
MAG_6050,0.0,1,Arterial,Statewide,COP
MAG_6051,0.0,1,Expressway,Statewide,COP
MAG_6052,0.0,1,Arterial,Statewide,COP
MAG_6053,0.0,3,Arterial,Statewide,COT
MAG_6054,0.0,2,Arterial,Statewide,COS
MAG_6055,0.0,1,Expressway,Statewide,COP
MAG_6056,0.0,1,Arterial,Statewide,COP
MAG_6058,0.0,1,Arterial,Statewide,COP
MAG_6060,0.0,1,Freeway,Statewide,XX3
MAG_6061,0.0,1,Arterial,Statewide,COP
MAG_6062,0.0,2,Arterial,Statewide,COS
MAG_6063,0.0,2,Arterial,Statewide,COS
MAG_6064,0.0,1,Arterial,Statewide,COP
MAG_6065,0.0,1,Arterial,Statewide,COP
MAG_6066,0.0,3,Arterial,Statewide,COT
MAG_6067,0.0,3,Freeway,Statewide,XX3
MAG_6068,0.0,2,Freeway,Statewide,XX3
MAG_6069,0.0,2,Freeway,Statewide,XX3
MAG_6070,0.0,3,Arterial,Statewide,COT
MAG_6071,0.0,3,Arterial,Statewide,COT
MAG_6072,0.0,2,Arterial,Statewide,COS
MAG_6073,0.0,4,Arterial,Statewide,COU
MAG_6074,0.0,3,Arterial,Statewide,COT
MAG_6075,0.0,2,Expressway,Statewide,COS
MAG_6076,0.0,2,Arterial,Statewide,COS
MAG_6077,0.0,2,Expressway,Statewide,COS
MAG_6078,0.0,2,Arterial,Statewide,COS
MAG_6079,0.0,3,Arterial,Statewide,COT
MAG_6080,0.0,3,Arterial,Statewide,COT
MAG_6081,0.0,1,Arterial,Statewide,COP
MAG_6082,0.0,2,Arterial,Statewide,COS
MAG_6083,0.0,3,Arterial,Statewide,COT
MAG_6084,0.0,3,Arterial,Statewide,COT
MAG_6085,0.0,2,Arterial,Statewide,COS
MAG_6086,0.0,2,Arterial,Statewide,COS
MAG_6087,0.0,1,Arterial,Statewide,COP
MAG_6088,0.0,1,Arterial,Statewide,COP
MAG_6089,0.0,1,Arterial,Statewide,COP
MAG_6090,0.0,1,Freeway,Statewide,XX3
MAG_6091,0.0,1,Arterial,Statewide,COP
MAG_6092,0.0,2,Arterial,Statewide,COS
MAG_6093,0.0,1,Arterial,Statewide,COP
MAG_6094,0.0,1,Arterial,Statewide,COP
MAG_6095,0.0,2,Arterial,Statewide,COS
MAG_6096,0.0,1,Arterial,Statewide,COP
MAG_6097,0.0,2,Expressway,Statewide,COS
MAG_6098,0.0,2,Arterial,Statewide,COS
MAG_6099,0.0,2,Arterial,Statewide,COS
MAG_6101,0.0,2,Expressway,Statewide,COS
MAG_6102,0.0,1,Expressway,Statewide,COP
MAG_6104,0.0,1,Arterial,Statewide,COP
MAG_6105,0.0,3,Arterial,Statewide,COT
MAG_6106,0.0,1,Freeway,Statewide,XX3
MAG_6107,0.0,1,Arterial,Statewide,COP
MAG_6108,0.0,1,Freeway,Statewide,XX3
MAG_6109,0.0,1,Freeway,Statewide,XX3
MAG_6110,0.0,1,Arterial,Statewide,COP
MAG_6111,0.0,2,Expressway,Statewide,COS
MAG_6112,0.0,1,Expressway,Statewide,COP
MAG_6113,0.0,2,Arterial,Statewide,COS
MAG_6114,0.0,2,Expressway,Statewide,COS
MAG_6115,0.0,2,Arterial,Statewide,COS
MAG_6116,0.0,2,Arterial,Statewide,COS
MAG_6117,0.0,3,Arterial,Statewide,COT
MAG_6118,0.0,1,Arterial,Statewide,COP
MAG_6119,0.0,1,Arterial,Statewide,COP
MAG_6120,0.0,2,Arterial,Statewide,COS
MAG_6121,0.0,1,Arterial,Statewide,COP
MAG_6122,0.0,3,Arterial,Statewide,COT
MAG_6123,0.0,1,Arterial,Statewide,COP
MAG_6124,0.0,2,Arterial,Statewide,COS
MAG_6126,0.0,3,Arterial,Statewide,COT
MAG_6127,0.0,1,Arterial,Statewide,COP
MAG_6128,0.0,2,Arterial,Statewide,COS
MAG_6129,0.0,1,Arterial,Statewide,COP
MAG_6130,0.0,2,Arterial,Statewide,COS
MAG_6131,0.0,2,Arterial,Statewide,COS
MAG_6132,0.0,1,Arterial,Statewide,COP
MAG_6133,0.0,1,Arterial,Statewide,COP
MAG_6134,0.0,1,Freeway,Statewide,XX3
MAG_6135,0.0,2,Arterial,Statewide,COS
MAG_6136,0.0,1,Expressway,Statewide,COP
MAG_6137,0.0,2,Arterial,Statewide,COS
MAG_6138,0.0,2,Expressway,Statewide,COS
MAG_6139,0.0,3,Freeway,Statewide,XX3
MAG_6141,0.0,4,Arterial,Statewide,COU
MAG_6142,0.0,4,Arterial,Statewide,COU
MAG_6143,0.0,1,Freeway,Statewide,XX3
MAG_6144,0.0,1,Freeway,Statewide,XX3
MAG_6145,0.0,4,Freeway,Statewide,XX3
MAG_6146,0.0,1,Freeway,Statewide,XX3
MAG_6147,0.0,2,Freeway,Statewide,XX3
MAG_6148,0.0,2,Arterial,Statewide,COS
MAG_6149,0.0,3,Expressway,Statewide,COT
MAG_6150,0.0,1,Freeway,Statewide,XX3
MAG_6151,0.0,2,Freeway,Statewide,XX3
MAG_6152,0.0,1,Freeway,Statewide,XX3
MAG_6153,0.0,1,Freeway,Statewide,XX3
MAG_6154,0.0,1,Freeway,Statewide,XX3
MAG_6155,0.0,1,Freeway,Statewide,XX3
MAG_6156,0.0,1,Freeway,Statewide,XX3
MAG_6157,0.0,1,Freeway,Statewide,XX3
MAG_6158,0.0,1,Freeway,Statewide,XX3
MAG_6159,0.0,1,Freeway,Statewide,XX3
MAG_6160,0.0,1,Freeway,Statewide,XX3
MAG_6161,0.0,4,Arterial,Statewide,COU
MAG_6162,0.0,2,Arterial,Statewide,COS
MAG_6163,0.0,3,Arterial,Statewide,COT
MAG_6164,0.0,4,Arterial,Statewide,COU
MAG_6165,0.0,4,Arterial,Statewide,COU
MAG_6166,0.0,2,Arterial,Statewide,COS
MAG_6167,0.0,2,Freeway,Statewide,XX3
MAG_6168,0.0,2,Freeway,Statewide,XX3
MAG_6169,0.0,2,Expressway,Statewide,COS
MAG_6170,0.0,1,Arterial,Statewide,COP
MAG_6171,0.0,2,Expressway,Statewide,COS
MAG_6172,0.0,2,Expressway,Statewide,COS
MAG_6173,0.0,1,Freeway,Statewide,XX3
MAG_6174,0.0,1,Arterial,Statewide,COP
MAG_6175,0.0,1,Arterial,Statewide,COP
MAG_6176,0.0,1,Arterial,Statewide,COP
MAG_6177,0.0,1,Arterial,Statewide,COP
MAG_6178,0.0,1,Arterial,Statewide,COP
MAG_6179,0.0,1,Arterial,Statewide,COP
MAG_6180,0.0,1,Arterial,Statewide,COP
MAG_6181,0.0,1,Arterial,Statewide,COP
MAG_6182,0.0,2,Arterial,Statewide,COS
MAG_6183,0.0,3,Arterial,Statewide,COT
MAG_6184,0.0,2,Arterial,Statewide,COS
MAG_6185,0.0,2,Arterial,Statewide,COS
MAG_6186,0.0,1,Arterial,Statewide,COP
MAG_6187,0.0,1,Arterial,Statewide,COP
MAG_6188,0.0,1,Arterial,Statewide,COP
MAG_6189,0.0,1,Arterial,Statewide,COP
MAG_6190,0.0,1,Arterial,Statewide,COP
MAG_6191,0.0,1,Arterial,Statewide,COP
MAG_6192,0.0,1,Arterial,Statewide,COP
MAG_6193,0.0,1,Arterial,Statewide,COP
MAG_6194,0.0,1,Arterial,Statewide,COP
MAG_6195,0.0,2,Arterial,Statewide,COS
MAG_6196,0.0,2,Arterial,Statewide,COS
MAG_6197,0.0,1,Freeway,Statewide,XX3
MAG_6198,0.0,1,Freeway,Statewide,XX3
MAG_6199,0.0,4,Arterial,Statewide,COU
MAG_6200,0.0,2,Arterial,Statewide,COS
MAG_6201,0.0,3,Arterial,Statewide,COT
MAG_6202,0.0,3,Arterial,Statewide,COT
MAG_6203,0.0,3,Arterial,Statewide,COT
MAG_6204,0.0,1,Arterial,Statewide,COP
MAG_6205,0.0,2,Arterial,Statewide,COS
MAG_6207,0.0,1,Arterial,Statewide,COP
MAG_6208,0.0,1,Arterial,Statewide,COP
MAG_6209,0.0,1,Arterial,Statewide,COP
MAG_6210,0.0,1,Arterial,Statewide,COP
MAG_6211,0.0,1,Arterial,Statewide,COP
MAG_6212,0.0,2,Arterial,Statewide,COS
MAG_6213,0.0,2,Arterial,Statewide,COS
MAG_6214,0.0,1,Arterial,Statewide,COP
MAG_6215,0.0,1,Arterial,Statewide,COP
MAG_6216,0.0,1,Arterial,Statewide,COP
MAG_6217,0.0,1,Arterial,Statewide,COP
MAG_6218,0.0,1,Arterial,Statewide,COP
MAG_6219,0.0,1,Arterial,Statewide,COP
MAG_6220,0.0,1,Expressway,Statewide,COP
MAG_6222,0.0,1,Arterial,Statewide,COP
MAG_6223,0.0,1,Arterial,Statewide,COP
MAG_6224,0.0,1,Arterial,Statewide,COP
MAG_6225,0.0,2,Arterial,Statewide,COS
MAG_6226,0.0,1,Arterial,Statewide,COP
MAG_6227,0.0,1,Arterial,Statewide,COP
MAG_6228,0.0,1,Expressway,Statewide,COP
MAG_6229,0.0,1,Arterial,Statewide,COP
MAG_6230,0.0,1,Arterial,Statewide,COP
MAG_6231,0.0,1,Arterial,Statewide,COP
MAG_6233,0.0,1,Freeway,Statewide,XX3
MAG_6234,0.0,1,Expressway,Statewide,COP
MAG_6235,0.0,1,Arterial,Statewide,COP
MAG_6236,0.0,1,Arterial,Statewide,COP
MAG_6238,0.0,2,Expressway,Statewide,COS
MAG_6239,0.0,1,Freeway,Statewide,XX3
MAG_6240,0.0,1,Freeway,Statewide,XX3
MAG_6241,0.0,3,Arterial,Statewide,COT
MAG_6242,0.0,1,Freeway,Statewide,XX3
MAG_6243,0.0,1,Arterial,Statewide,COP
MAG_6244,0.0,1,Freeway,Statewide,XX3
MAG_6245,0.0,3,Freeway,Statewide,XX3
MAG_6246,0.0,1,Freeway,Statewide,XX3
MAG_6247,0.0,4,Arterial,Statewide,COU
MAG_6249,0.0,2,Arterial,Statewide,COS
MAG_6250,0.0,2,Arterial,Statewide,COS
MAG_6251,0.0,3,Arterial,Statewide,COT
MAG_6252,0.0,4,Arterial,Statewide,COU
MAG_6253,0.0,2,Freeway,Statewide,XX3
MAG_6254,0.0,3,Arterial,Statewide,COT
MAG_6255,0.0,4,Arterial,Statewide,COU
MAG_6256,0.0,2,Expressway,Statewide,COS
MAG_6257,0.0,2,Arterial,Statewide,COS
MAG_6258,0.0,2,Expressway,Statewide,COS
MAG_6259,0.0,1,Arterial,Statewide,COP
MAG_6260,0.0,1,Arterial,Statewide,COP
MAG_6261,0.0,1,Arterial,Statewide,COP
MAG_6262,0.0,1,Arterial,Statewide,COP
MAG_6263,0.0,1,Arterial,Statewide,COP
MAG_6264,0.0,1,Arterial,Statewide,COP
MAG_6265,0.0,1,Arterial,Statewide,COP
MAG_6266,0.0,1,Arterial,Statewide,COP
MAG_6267,0.0,1,Arterial,Statewide,COP
MAG_6268,0.0,1,Arterial,Statewide,COP
MAG_6269,0.0,1,Arterial,Statewide,COP
MAG_6270,0.0,1,Arterial,Statewide,COP
MAG_6271,0.0,1,Arterial,Statewide,COP
MAG_6273,0.0,2,Arterial,Statewide,COS
MAG_6274,0.0,1,Arterial,Statewide,COP
MAG_6275,0.0,1,Arterial,Statewide,COP
MAG_6276,0.0,1,Arterial,Statewide,COP
MAG_6277,0.0,1,Arterial,Statewide,COP
MAG_6278,0.0,1,Arterial,Statewide,COP
MAG_6279,0.0,1,Arterial,Statewide,COP
MAG_6280,0.0,1,Arterial,Statewide,COP
MAG_6281,0.0,1,Arterial,Statewide,COP
MAG_6282,0.0,1,Arterial,Statewide,COP
MAG_6283,0.0,2,Arterial,Statewide,COS
MAG_6284,0.0,1,Arterial,Statewide,COP
MAG_6285,0.0,1,Arterial,Statewide,COP
MAG_6286,0.0,1,Arterial,Statewide,COP
MAG_6287,0.0,1,Arterial,Statewide,COP
MAG_6288,0.0,1,Arterial,Statewide,COP
MAG_6289,0.0,2,Arterial,Statewide,COS
MAG_6290,0.0,1,Arterial,Statewide,COP
MAG_6291,0.0,2,Arterial,Statewide,COS
MAG_6292,0.0,1,Arterial,Statewide,COP
MAG_6293,0.0,1,Arterial,Statewide,COP
MAG_6294,0.0,2,Arterial,Statewide,COS
MAG_6295,0.0,2,Arterial,Statewide,COS
MAG_6296,0.0,2,Arterial,Statewide,COS
MAG_6297,0.0,3,Expressway,Statewide,COT
MAG_6298,0.0,3,Arterial,Statewide,COT
MAG_6299,0.0,3,Arterial,Statewide,COT
MAG_6300,0.0,1,Arterial,Statewide,COP
MAG_6301,0.0,2,Arterial,Statewide,COS
MAG_6302,0.0,2,Arterial,Statewide,COS
MAG_6303,0.0,2,Arterial,Statewide,COS
MAG_6305,0.0,1,Arterial,Statewide,COP
MAG_6306,0.0,2,Arterial,Statewide,COS
MAG_6307,0.0,4,Arterial,Statewide,COU
MAG_6308,0.0,4,Arterial,Statewide,COU
MAG_6309,0.0,1,Arterial,Statewide,COP
MAG_6310,0.0,3,Arterial,Statewide,COT
MAG_6311,0.0,4,Arterial,Statewide,COU
MAG_6312,0.0,2,Arterial,Statewide,COS
MAG_6313,0.0,1,Arterial,Statewide,COP
MAG_6314,0.0,2,Arterial,Statewide,COS
MAG_6315,0.0,1,Arterial,Statewide,COP
MAG_6316,0.0,1,Arterial,Statewide,COP
MAG_6317,0.0,1,Arterial,Statewide,COP
MAG_6318,0.0,1,Arterial,Statewide,COP
MAG_6319,0.0,1,Arterial,Statewide,COP
MAG_6320,0.0,1,Arterial,Statewide,COP
MAG_6321,0.0,1,Arterial,Statewide,COP
MAG_6322,0.0,1,Arterial,Statewide,COP
MAG_6323,0.0,1,Arterial,Statewide,COP
MAG_6324,0.0,1,Arterial,Statewide,COP
MAG_6325,0.0,1,Arterial,Statewide,COP
MAG_6326,0.0,1,Arterial,Statewide,COP
MAG_6327,0.0,1,Arterial,Statewide,COP
MAG_6328,0.0,1,Arterial,Statewide,COP
MAG_6329,0.0,1,Arterial,Statewide,COP
MAG_6330,0.0,1,Arterial,Statewide,COP
MAG_6331,0.0,1,Arterial,Statewide,COP
MAG_6332,0.0,1,Arterial,Statewide,COP
MAG_6333,0.0,1,Arterial,Statewide,COP
MAG_6334,0.0,1,Arterial,Statewide,COP
MAG_6335,0.0,1,Arterial,Statewide,COP
MAG_6336,0.0,1,Arterial,Statewide,COP
MAG_6337,0.0,1,Arterial,Statewide,COP
MAG_6338,0.0,1,Arterial,Statewide,COP
MAG_6339,0.0,1,Arterial,Statewide,COP
MAG_6340,0.0,1,Arterial,Statewide,COP
MAG_6341,0.0,1,Arterial,Statewide,COP
MAG_6342,0.0,1,Arterial,Statewide,COP
MAG_6343,0.0,1,Arterial,Statewide,COP
MAG_6344,0.0,1,Arterial,Statewide,COP
MAG_6345,0.0,1,Arterial,Statewide,COP
MAG_6346,0.0,1,Arterial,Statewide,COP
MAG_6347,0.0,1,Arterial,Statewide,COP
MAG_6348,0.0,1,Arterial,Statewide,COP
MAG_6349,0.0,2,Arterial,Statewide,COS
MAG_6350,0.0,2,Arterial,Statewide,COS
MAG_6351,0.0,2,Expressway,Statewide,COS
MAG_6352,0.0,1,Arterial,Statewide,COP
MAG_6353,0.0,1,Arterial,Statewide,COP
MAG_6354,0.0,1,Arterial,Statewide,COP
MAG_6355,0.0,3,Arterial,Statewide,COT
MAG_6356,0.0,4,Arterial,Statewide,COU
MAG_6357,0.0,3,Arterial,Statewide,COT
MAG_6358,0.0,3,Arterial,Statewide,COT
MAG_6359,0.0,1,Arterial,Statewide,COP
MAG_6360,0.0,1,Arterial,Statewide,COP
MAG_6361,0.0,3,Arterial,Statewide,COT
MAG_6362,0.0,1,Arterial,Statewide,COP
MAG_6363,0.0,1,Expressway,Statewide,COP
MAG_6364,0.0,1,Arterial,Statewide,COP
MAG_6365,0.0,1,Arterial,Statewide,COP
MAG_6366,0.0,1,Arterial,Statewide,COP
MAG_6367,0.0,1,Arterial,Statewide,COP
MAG_6368,0.0,1,Arterial,Statewide,COP
MAG_6369,0.0,1,Arterial,Statewide,COP
MAG_6370,0.0,1,Arterial,Statewide,COP
MAG_6371,0.0,1,Arterial,Statewide,COP
MAG_6372,0.0,1,Arterial,Statewide,COP
MAG_6373,0.0,1,Arterial,Statewide,COP
MAG_6374,0.0,1,Arterial,Statewide,COP
MAG_6375,0.0,1,Arterial,Statewide,COP
MAG_6376,0.0,1,Arterial,Statewide,COP
MAG_6377,0.0,1,Arterial,Statewide,COP
MAG_6378,0.0,1,Arterial,Statewide,COP
MAG_6379,0.0,1,Arterial,Statewide,COP
MAG_6380,0.0,1,Arterial,Statewide,COP
MAG_6381,0.0,1,Arterial,Statewide,COP
MAG_6382,0.0,1,Arterial,Statewide,COP
MAG_6383,0.0,1,Arterial,Statewide,COP
MAG_6384,0.0,1,Arterial,Statewide,COP
MAG_6385,0.0,1,Arterial,Statewide,COP
MAG_6386,0.0,1,Arterial,Statewide,COP
MAG_6387,0.0,1,Arterial,Statewide,COP
MAG_6388,0.0,1,Arterial,Statewide,COP
MAG_6389,0.0,1,Arterial,Statewide,COP
MAG_6390,0.0,1,Arterial,Statewide,COP
MAG_6391,0.0,1,Arterial,Statewide,COP
MAG_6392,0.0,1,Arterial,Statewide,COP
MAG_6393,0.0,1,Arterial,Statewide,COP
MAG_6394,0.0,1,Arterial,Statewide,COP
MAG_6395,0.0,1,Arterial,Statewide,COP
MAG_6396,0.0,1,Arterial,Statewide,COP
MAG_6397,0.0,1,Arterial,Statewide,COP
MAG_6399,0.0,1,Arterial,Statewide,COP
MAG_6400,0.0,1,Arterial,Statewide,COP
MAG_6401,0.0,2,Arterial,Statewide,COS
MAG_6402,0.0,2,Arterial,Statewide,COS
MAG_6403,0.0,2,Arterial,Statewide,COS
MAG_6404,0.0,1,Arterial,Statewide,COP
MAG_6405,0.0,1,Arterial,Statewide,COP
MAG_6406,0.0,1,Arterial,Statewide,COP
MAG_6407,0.0,1,Arterial,Statewide,COP
